ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	K25	K0	Data
541	LittleStonyCreek2013	AW2.025	30	38.94517	-78.63751	Little Stony Creek	0	0	0	0	0	0	0	0	0	0	0	0	0.999933333	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0-0
542	LittleWilsonCreek2012	AW2.055	21	37.98309	-79.75844	Little Wilson Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19575	0	0	0	0	0	0	0	0.48375	0.2611875	0	0.0591875	0-0-0-0-0-0-0-0-0-0-0-0-0-0-19.6-0-0-0-0-0-0-0-48.4-26.1-0-5.9
543	NorthForkTyeRiver2012	AW2.085	30	37.87248	-79.05521	North Fork Tye River	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.714333333	0	0	0	0	0	0	0	0	0	0	0.285666667	0-0-0-0-0-0-0-0-0-0-0-0-0-0-71.4-0-0-0-0-0-0-0-0-0-0-28.6
544	NobusinessCreek2013	AW3.019	30	37.24217	-80.90196	No Business Creek	0	0	0	0	0	0	0	0	0	0	0	0	0.984766667	0	0	0	0	0	0	0	0	0	0	0	0	0.015266667	0-0-0-0-0-0-0-0-0-0-0-0-98.5-0-0-0-0-0-0-0-0-0-0-0-0-1.5
545	CarrickCreek	AW4.001	25	35.033222	-82.702944	Carrick Creek	0	0	0	0.385521739	0	0.13526087	0	0	0	0	0	0	0	0	0	0	0	0.259391304	0.12073913	0	0	0	0	0	0	0.099	0-0-0-38.6-0-13.5-0-0-0-0-0-0-0-0-0-0-0-25.9-12.1-0-0-0-0-0-0-9.9
546	EmoryCreek	AW4.031	28	35.033139	-82.761028	Emory Creek	0	0	0	0	0	0.21008	0	0	0	0	0	0.21616	0.11716	0	0	0	0	0.15664	0	0	0	0	0	0	0	0.2998	0-0-0-0-0-21-0-0-0-0-0-21.6-11.7-0-0-0-0-15.7-0-0-0-0-0-0-0-30
547	FallsCreek	AW4.061	30	35.143528	-82.538944	Falls Creek	0	0	0	0	0	0	0	0	0	0	0	0.9502	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049766667	0-0-0-0-0-0-0-0-0-0-0-95-0-0-0-0-0-0-0-0-0-0-0-0-0-5
548	MathewsCreek	AW4.091	21	35.101444	-82.666	Matthews Creek	0	0	0	0.825904762	0.108380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065619048	0-0-0-82.6-10.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.6
549	D707	D707.001	20	36.293816	-81.602125	UT South Fork New River	0	0	0	0	0	0	0.146	0	0	0	0	0	0.8521	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0-0-0-0-0-0-14.6-0-0-0-0-0-85.2-0-0-0-0-0-0-0-0-0-0-0-0-0.2
550	D708	D708.001	54	36.27005	-81.45564	UT West Fork Pine Swamp Creek	0	0	0	0	0	0	0	0	0	0	0	0	0.981574074	0	0	0	0	0	0	0	0	0	0	0	0	0.018425926	0-0-0-0-0-0-0-0-0-0-0-0-98.2-0-0-0-0-0-0-0-0-0-0-0-0-1.8
551	D709	D709.001	54	36.26992	-81.45647	West Fork Pine Swamp Creek	0	0	0	0	0	0	0	0	0	0	0	0	0.963592593	0	0	0	0	0	0	0	0	0	0	0	0	0.036407407	0-0-0-0-0-0-0-0-0-0-0-0-96.4-0-0-0-0-0-0-0-0-0-0-0-0-3.6
553	D711	D711.001	48	36.289919	-81.43763	East Fork Pine Swamp Creek	0	0	0	0	0	0	0	0	0	0	0	0	0.998770833	0	0	0	0	0	0	0	0	0	0	0	0	0.001229167	0-0-0-0-0-0-0-0-0-0-0-0-99.9-0-0-0-0-0-0-0-0-0-0-0-0-0.1
554	POAR1	POAR1.01	50	39.6659	-77.5459	Edgemont Reservoir	0	0	0	0	0.14118	0	0	0	0	0	0	0	0	0	0.8505	0	0	0	0	0	0	0	0	0	0	0.00822	0-0-0-0-14.1-0-0-0-0-0-0-0-0-0-85.1-0-0-0-0-0-0-0-0-0-0-0.8
555	POCA1	POCA1.001	23	39.1218	-78.5043	Hawk Run	0.107913043	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428	0	0	0	0	0	0	0	0.417695652	0	0	0.046391304	10.8-0-0-0-0-0-0-0-0-0-0-0-0-0-42.8-0-0-0-0-0-0-0-41.8-0-0-4.6
556	PONB1	PONB1.01	49	39.56505	-79.1526	Big Run	0	0	0	0	0.387959184	0	0	0	0	0	0	0	0	0	0.523	0	0	0	0	0	0	0	0	0	0	0.089040816	0-0-0-0-38.8-0-0-0-0-0-0-0-0-0-52.3-0-0-0-0-0-0-0-0-0-0-8.9
557	PONB10	MD35.001	50	39.565446	-79.107979	Mainstem Savage River	0	0	0	0	0.48896	0	0	0	0	0	0	0	0	0	0.42106	0	0	0	0	0	0	0	0	0	0	0.08996	0-0-0-0-48.9-0-0-0-0-0-0-0-0-0-42.1-0-0-0-0-0-0-0-0-0-0-9
558	PONB11	MD36.001	50	39.586382	-79.095378	Poplar Lick	0	0	0	0	0.51632	0	0	0	0	0	0	0	0	0	0.2958	0	0	0	0	0	0	0	0	0.18058	0	0.00728	0-0-0-0-51.6-0-0-0-0-0-0-0-0-0-29.6-0-0-0-0-0-0-0-0-18.1-0-0.7
559	PONB12	MD37.001	50	39.62059	-79.066713	Blue Lick	0	0	0	0	0.70372	0	0	0	0	0	0	0	0	0	0.2614	0	0	0	0	0	0	0	0	0	0	0.03482	0-0-0-0-70.4-0-0-0-0-0-0-0-0-0-26.1-0-0-0-0-0-0-0-0-0-0-3.5
560	PONB2	PONB2.01	49	39.60631	-79.12489	Poplar Lick	0	0	0	0	0.493122449	0	0	0	0	0	0	0	0	0	0.404979592	0	0	0	0	0	0	0	0	0	0	0.101897959	0-0-0-0-49.3-0-0-0-0-0-0-0-0-0-40.5-0-0-0-0-0-0-0-0-0-0-10.2
561	PONB3	PONB3.01	49	39.51775	-79.16868	Middle Fork Crabtree Creek	0	0	0	0	0.511734694	0	0	0	0	0	0	0	0	0	0.299346939	0	0	0	0	0	0	0	0	0	0	0.188897959	0-0-0-0-51.2-0-0-0-0-0-0-0-0-0-29.9-0-0-0-0-0-0-0-0-0-0-18.9
562	PONB4	PONB4.01	50	39.37217	-79.25085	Lostland Run	0	0	0	0	0.12036	0	0	0	0	0	0	0	0	0	0.49548	0	0	0	0	0	0	0	0.37784	0	0	0.0063	0-0-0-0-12-0-0-0-0-0-0-0-0-0-49.5-0-0-0-0-0-0-0-37.8-0-0-0.6
563	PONB5	PONB5.01	48	39.26321	-79.38213	Hindleg Run	0.973354167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026604167	97.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2.7
564	PONB6	PONB6.01	50	39.52621	-79.04156	Mill Run	0	0	0	0	0.11966	0	0	0	0	0	0	0	0	0	0.80592	0	0	0	0	0	0	0	0	0	0	0.07438	0-0-0-0-12-0-0-0-0-0-0-0-0-0-80.6-0-0-0-0-0-0-0-0-0-0-7.4
565	PONB7	PONB7.001	30	39.27408	-79.31303	Difficult Creek	0	0	0	0	0.4134	0	0	0	0	0	0	0	0	0	0.4733	0	0	0	0	0	0	0	0	0	0	0.113266667	0-0-0-0-41.3-0-0-0-0-0-0-0-0-0-47.3-0-0-0-0-0-0-0-0-0-0-11.3
566	PONB8	PONB8.001	29	39.6443	-78.9357	Sand Spring Run	0	0	0	0.121827586	0.642103448	0	0	0	0	0	0	0	0	0	0.150172414	0	0	0	0	0	0	0	0	0	0	0.085896552	0-0-0-12.2-64.2-0-0-0-0-0-0-0-0-0-15-0-0-0-0-0-0-0-0-0-0-8.6
567	PONB9	MD34.001	50	39.594986	-79.051875	Little Savage River	0	0	0	0	0.44106	0	0	0	0	0	0	0	0	0	0.45034	0	0	0	0	0	0	0	0	0	0	0.1086	0-0-0-0-44.1-0-0-0-0-0-0-0-0-0-45-0-0-0-0-0-0-0-0-0-0-10.9
568	POSB1	POSB1.001	49	38.6474	-79.5013	Teter Camp Run	0	0	0	0	0.310836735	0	0	0	0	0	0	0	0	0	0.614897959	0	0	0	0	0	0	0	0	0	0	0.074183673	0-0-0-0-31.1-0-0-0-0-0-0-0-0-0-61.5-0-0-0-0-0-0-0-0-0-0-7.4
569	POSB2	POSB2.01	25	38.8696	-79.4718	Horse Camp Run	0	0	0	0	0.10308	0	0	0	0	0	0	0	0	0	0.73304	0	0	0	0	0	0	0	0	0	0	0.16392	0-0-0-0-10.3-0-0-0-0-0-0-0-0-0-73.3-0-0-0-0-0-0-0-0-0-0-16.4
570	POSB3	POSB3.001	23	38.8793	-79.3423	Sawmill Run	0	0	0	0	0.372565217	0	0	0	0	0	0	0	0	0	0.455956522	0	0	0	0	0	0	0	0	0	0	0.171304348	0-0-0-0-37.3-0-0-0-0-0-0-0-0-0-45.6-0-0-0-0-0-0-0-0-0-0-17.1
571	POSB4	POSB4.001	27	38.8789	-79.34	Powdermill Run	0	0	0	0	0.36862963	0	0	0	0	0	0	0	0	0	0.565777778	0	0	0	0	0	0	0	0	0	0	0.065555556	0-0-0-0-36.9-0-0-0-0-0-0-0-0-0-56.6-0-0-0-0-0-0-0-0-0-0-6.6
572	POSB5	POSB5.001	20	38.9092	-79.3258	Zeke Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9743	0	0	0	0	0	0	0	0	0	0	0.0257	0-0-0-0-0-0-0-0-0-0-0-0-0-0-97.4-0-0-0-0-0-0-0-0-0-0-2.6
573	POSB6	POSB6.001	30	39.2597	-78.7537	Mill Run	0.405033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4703	0	0	0	0	0	0	0	0	0	0	0.124566667	40.5-0-0-0-0-0-0-0-0-0-0-0-0-0-47-0-0-0-0-0-0-0-0-0-0-12.5
574	POSB7	POSB7.001	30	38.9359	-79.3071	High Ridge Run	0	0	0	0	0.730666667	0	0	0	0	0	0	0	0	0	0.192966667	0	0	0	0	0	0	0	0	0	0	0.076233333	0-0-0-0-73.1-0-0-0-0-0-0-0-0-0-19.3-0-0-0-0-0-0-0-0-0-0-7.6
575	POSB8	POSB8.001	30	38.9718	-79.2837	Samuel Run	0	0	0	0	0.381166667	0	0	0	0	0	0	0	0	0	0.379166667	0	0	0	0	0	0	0	0	0	0	0.2395	0-0-0-0-38.1-0-0-0-0-0-0-0-0-0-37.9-0-0-0-0-0-0-0-0-0-0-24
577	POSH10	POSH10.001	100	38.2685	-78.7011	Big Run	0	0	0	0	0.27036	0	0	0	0	0	0	0	0	0	0.68983	0	0	0	0	0	0	0	0	0	0	0.03971	0-0-0-0-27-0-0-0-0-0-0-0-0-0-69-0-0-0-0-0-0-0-0-0-0-4
578	POSH11	POSH11.001	50	38.3127	-78.6305	U. Hawksbill Creek	0	0	0	0	0.4537	0	0	0	0	0	0	0	0	0	0.5033	0	0	0	0	0	0	0	0	0	0	0.04296	0-0-0-0-45.4-0-0-0-0-0-0-0-0-0-50.3-0-0-0-0-0-0-0-0-0-0-4.3
579	POSH12	POSH12.01	48	38.3685	-78.5602	Lee Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9284375	0	0	0	0	0	0	0	0	0	0	0.071541667	0-0-0-0-0-0-0-0-0-0-0-0-0-0-92.8-0-0-0-0-0-0-0-0-0-0-7.2
580	POSH13	POSH13.02	43	38.3326	-78.5982	Eaton Hollow	0	0	0	0	0.417837209	0	0	0	0	0	0	0	0	0	0.577651163	0	0	0	0	0	0	0	0	0	0	0.004511628	0-0-0-0-41.8-0-0-0-0-0-0-0-0-0-57.8-0-0-0-0-0-0-0-0-0-0-0.5
581	POSH14	POSH14.01	29	38.6329	-78.3432	Dry Run, N.F.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999551724	0.000448276	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0
582	POSH15	POSH15.31	29	38.6329	-78.3432	Dry Run, N.F.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0
583	POSH16	POSH16.01	50	38.4318	-78.5374	S. Br. Naked Creek -1	0	0	0	0	0.15762	0	0	0	0	0	0	0	0	0	0.81496	0	0	0	0	0	0	0	0	0	0	0.0274	0-0-0-0-15.8-0-0-0-0-0-0-0-0-0-81.5-0-0-0-0-0-0-0-0-0-0-2.7
584	POSH17	POSH17.01	50	38.4209	-78.5202	S. Br. Naked Creek -2	0	0	0	0	0.27216	0	0	0	0	0	0	0	0	0	0.66338	0	0	0	0	0	0	0	0	0	0	0.0644	0-0-0-0-27.2-0-0-0-0-0-0-0-0-0-66.3-0-0-0-0-0-0-0-0-0-0-6.4
585	POSH18	POSH18.001	50	38.4886	-78.4988	W. Br. Naked Creek	0.15298	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82648	0	0	0	0	0	0	0	0	0	0	0.0205	15.3-0-0-0-0-0-0-0-0-0-0-0-0-0-82.6-0-0-0-0-0-0-0-0-0-0-2.1
586	POSH19	POSH19.001	50	38.4935	-78.4595	E. Br. Naked Creek	0.56464	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34938	0	0	0	0	0	0	0	0	0	0	0.08598	56.5-0-0-0-0-0-0-0-0-0-0-0-0-0-34.9-0-0-0-0-0-0-0-0-0-0-8.6
588	POSH20	POSH20.01	38	38.4633	-78.4955	Big Creek	0	0	0	0	0.101368421	0	0	0	0	0	0	0	0	0	0.862473684	0	0	0	0	0	0	0	0	0	0	0.036131579	0-0-0-0-10.1-0-0-0-0-0-0-0-0-0-86.2-0-0-0-0-0-0-0-0-0-0-3.6
589	POSH21	POSH21.01	33	38.5021	-78.5127	Harris Cove	0	0	0	0	0.184333333	0	0	0	0	0	0	0	0	0	0.813575758	0	0	0	0	0	0	0	0	0	0	0.002030303	0-0-0-0-18.4-0-0-0-0-0-0-0-0-0-81.4-0-0-0-0-0-0-0-0-0-0-0.2
590	POSH22	POSH22.01	25	38.5087	-78.5398	Fultz Run	0	0	0	0	0.55248	0	0	0	0	0	0	0	0	0	0.3878	0	0	0	0	0	0	0	0	0	0	0.05972	0-0-0-0-55.2-0-0-0-0-0-0-0-0-0-38.8-0-0-0-0-0-0-0-0-0-0-6
591	POSH23	POSH23.01	49	38.5198	-78.4459	Lewis Spring Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967714286	0	0	0	0	0	0	0	0	0	0	0.032285714	0-0-0-0-0-0-0-0-0-0-0-0-0-0-96.8-0-0-0-0-0-0-0-0-0-0-3.2
592	POSH24	POSH24.001	50	38.5456	-78.4286	Little Hawksbill Creek	0	0	0	0	0.41892	0	0	0	0	0	0	0	0	0	0.11644	0	0	0	0	0	0	0	0	0.34518	0	0.11952	0-0-0-0-41.9-0-0-0-0-0-0-0-0-0-11.6-0-0-0-0-0-0-0-0-34.5-0-12
593	POSH25	POSH25.01	50	38.5524	-78.4134	Big Fill Hollow	0	0	0	0	0.51302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4019	0	0.08496	0-0-0-0-51.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-40.2-0-8.5
594	POSH26	POSH26.001	50	38.5621	-78.3903	East Hawksbill Creek	0.22696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15282	0	0	0	0	0	0	0.4897	0	0	0.13044	22.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-15.3-0-0-0-0-0-0-49-0-0-13
595	POSH27	POSH27.01	50	38.6057	-78.3806	S. Fork Dry Run	0.99802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	99.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.2
596	POSH28	POSH28.001	35	38.6519	-78.3551	Pass Run	0.1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0.606685714	0	0	0	0	0	0	0	0.113914286	0	0	0.129885714	14.9-0-0-0-0-0-0-0-0-0-0-0-0-0-60.7-0-0-0-0-0-0-0-11.4-0-0-13
597	POSH29	POSH29.036	20	38.6519	-78.3551	Pass Run	0.15655	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65545	0	0	0	0	0	0	0	0.1072	0	0	0.081	15.7-0-0-0-0-0-0-0-0-0-0-0-0-0-65.5-0-0-0-0-0-0-0-10.7-0-0-8.1
598	POSH3	POSH3.001	50	38.1596	-78.7912	Meadow Run	0	0	0	0	0.27284	0	0	0	0	0	0	0	0	0	0.72456	0	0	0	0	0	0	0	0	0	0	0.00258	0-0-0-0-27.3-0-0-0-0-0-0-0-0-0-72.5-0-0-0-0-0-0-0-0-0-0-0.3
599	POSH30	POSH30.001	50	38.7523	-78.3092	Jeremy's Run	0	0	0	0	0.63934	0	0	0	0	0	0	0	0	0	0.14624	0	0	0	0	0	0	0	0	0.12528	0	0.08912	0-0-0-0-63.9-0-0-0-0-0-0-0-0-0-14.6-0-0-0-0-0-0-0-0-12.5-0-8.9
600	POSH31	POSH31.01	50	38.7776	-78.3323	Heiskell Hollow	0	0	0	0	0.9425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05748	0-0-0-0-94.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.7
601	POSH32	POSH32.01	50	38.7838	-78.3014	Overall Run	0	0	0	0	0.44554	0	0	0	0	0	0	0	0	0	0.46028	0	0	0	0	0	0	0	0	0	0	0.0941	0-0-0-0-44.6-0-0-0-0-0-0-0-0-0-46-0-0-0-0-0-0-0-0-0-0-9.4
604	POSH35	POSH35.01	41	38.7726	-78.2678	Greasy Run, site 2	0.664609756	0.108463415	0	0	0.119634146	0.100634146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006658537	66.5-10.8-0-0-12-10.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.7
605	POSH36	POSH36.01	50	38.7752	-78.2472	Gooney Run	0.6812	0	0	0	0.27366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04506	68.1-0-0-0-27.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.5
606	POSH37	POSH37.01	9	38.8084	-78.1923	Smith Creek	0	0	0	0	0.797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202888889	0-0-0-0-79.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-20.3
607	POSH38	POSH38.01	40	38.8278	-78.1881	Lands Run	0.735525	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213825	0	0	0	0	0	0	0	0	0	0	0.0506	73.6-0-0-0-0-0-0-0-0-0-0-0-0-0-21.4-0-0-0-0-0-0-0-0-0-0-5.1
608	POSH39	POSH39.001	30	38.7985	-78.8679	Capon Run	0.347833333	0	0	0	0.134566667	0	0	0	0	0	0	0	0	0	0.372966667	0	0	0	0	0	0	0	0.116666667	0	0	0.027933333	34.8-0-0-0-13.5-0-0-0-0-0-0-0-0-0-37.3-0-0-0-0-0-0-0-11.7-0-0-2.8
609	POSH4	POSH4.001	49	38.2098	-78.7519	Paine Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.894469388	0	0	0	0	0	0	0	0	0	0	0.105469388	0-0-0-0-0-0-0-0-0-0-0-0-0-0-89.4-0-0-0-0-0-0-0-0-0-0-10.5
610	POSH40	SH66.001	25	38.13821	-78.80693	Big Mine Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0-0
611	POSH41	SH70.001	30	38.6279	-78.35774	Dry Run, N.F.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999966667	3.33333E-05	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0
612	POSH42	SH71.001	30	38.56708	-78.39623	East Hawksbill Creek	0.128133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7681	0	0	0	0	0	0	0	0	0	0.103766667	12.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-76.8-0-0-0-0-0-0-0-0-0-10.4
613	POSH43	SH77.001	30	38.54181	-78.4257	Little Hawksbill Creek	0	0	0	0	0.545633333	0.132666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272566667	0	0.049	0-0-0-0-54.6-13.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-27.3-0-4.9
614	POSH44	SH87.001	30	38.6129	-78.3781	S. Fork Dry Run	0.998133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	99.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.2
615	POSH45	SH88.001	25	38.36557	-78.57957	West Swift Run	0	0	0	0	0.27364	0	0	0	0	0	0	0	0	0	0.63744	0	0	0	0	0	0	0	0	0	0	0.0888	0-0-0-0-27.4-0-0-0-0-0-0-0-0-0-63.7-0-0-0-0-0-0-0-0-0-0-8.9
616	POSH5	POSH5.001	25	38.2497	-78.7424	Madison Run	0.29172	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59296	0	0	0	0	0	0	0	0	0	0	0.11532	29.2-0-0-0-0-0-0-0-0-0-0-0-0-0-59.3-0-0-0-0-0-0-0-0-0-0-11.5
618	POSH8	POSH8.001	49	38.3144	-78.6732	Onemile Run	0	0	0	0	0.241061224	0	0	0	0	0	0	0	0	0	0.758836735	0	0	0	0	0	0	0	0	0	0	8.16327E-05	0-0-0-0-24.1-0-0-0-0-0-0-0-0-0-75.9-0-0-0-0-0-0-0-0-0-0-0
619	POSH9	POSH9.001	50	38.321	-78.6567	Twomile Run	0	0	0	0	0.83544	0	0	0	0	0	0	0	0	0	0.121	0	0	0	0	0	0	0	0	0	0	0.04358	0-0-0-0-83.5-0-0-0-0-0-0-0-0-0-12.1-0-0-0-0-0-0-0-0-0-0-4.4
620	JAMR1	JAMR1.01	50	38.2417	-78.6889	Doyle's R.	0	0	0	0	0.34882	0	0	0	0	0	0	0	0	0	0.47634	0	0	0	0	0	0	0	0	0	0	0.17474	0-0-0-0-34.9-0-0-0-0-0-0-0-0-0-47.6-0-0-0-0-0-0-0-0-0-0-17.5
621	JAMR2	JAMR2.001	49	38.2069	-78.7266	N. Fork Moorman R.	0	0	0	0.476346939	0.292163265	0	0	0	0	0	0	0	0	0	0.200306122	0	0	0	0	0	0	0	0	0	0	0.031081633	0-0-0-47.6-29.2-0-0-0-0-0-0-0-0-0-20-0-0-0-0-0-0-0-0-0-0-3.1
622	JARR1	JARR1.001	25	38.3461	-78.5184	Swift Run	0.11248	0	0	0.25732	0.49512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13476	11.2-0-0-25.7-49.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-13.5
623	JARR2	JARR2.01	49	38.2794	-78.6402	Ivy Creek	0	0	0	0	0.260387755	0	0	0	0	0	0	0	0	0	0.405918367	0	0	0	0	0	0	0	0	0.199428571	0	0.134204082	0-0-0-0-26-0-0-0-0-0-0-0-0-0-40.6-0-0-0-0-0-0-0-0-19.9-0-13.4
624	JARR3	SH75.001	25	38.2788	-78.62369	Ivy Creek Tributary	0	0	0	0	0.29152	0	0	0	0	0	0	0	0	0	0.49844	0	0	0	0	0	0	0	0	0.20756	0	0.00244	0-0-0-0-29.2-0-0-0-0-0-0-0-0-0-49.8-0-0-0-0-0-0-0-0-20.8-0-0.2
625	RAPH1	RAPH1.01	50	38.7574	-78.2304	Waterfall Branch	0	0	0	0	0.92214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0778	0-0-0-0-92.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.8
626	RAPH10	RAPH10.001	50	38.602	-78.3429	Hughes R.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9918	0	0	0	0	0	0	0	0	0	0.0082	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-99.2-0-0-0-0-0-0-0-0-0-0.8
627	RAPH11	RAPH11.051	73	38.602	-78.3429	Hughes R.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.996068493	0	0	0	0	0	0	0	0	0	0.003931507	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-99.6-0-0-0-0-0-0-0-0-0-0.4
628	RAPH12	RAPH12.01	23	38.5746	-78.3305	Brokenback Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.995826087	0	0	0	0	0	0	0	0	0	0.004173913	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-99.6-0-0-0-0-0-0-0-0-0-0.4
629	RAPH13	RAPH13.01	44	38.5373	-78.3052	Ragged Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0
630	RAPH14	SH73.001	30	38.60539	-78.31641	Hannah Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0
631	RAPH15	SH74.001	30	38.6039	-78.33224	Hughes Trib	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0
632	RAPH16	SH80.001	30	38.6028	-78.34771	Nicholson Hollow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0-0
635	RAPH2	RAPH2.01	50	38.7478	-78.2628	Keyser Run	0.69272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10504	0	0.20212	69.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10.5-0-20.2
636	RAPH3	RAPH3.01	50	38.7132	-78.2785	Piney R.	0	0	0	0	0.58272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2279	0	0.18936	0-0-0-0-58.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-22.8-0-18.9
637	RAPH4	RAPH4.01	49	38.7016	-78.2894	N. Fork Thornton	0	0	0	0	0.656795918	0	0	0	0	0	0	0	0	0	0.110265306	0	0	0	0	0	0	0	0	0.160938776	0	0.071979592	0-0-0-0-65.7-0-0-0-0-0-0-0-0-0-11-0-0-0-0-0-0-0-0-16.1-0-7.2
