score	bar_type	drain_bar	drain_tot	strkm_bar	strkm_tot	upstr_bars	str_order	observed_date	unique_id	featureid
1	1	1.2483	217.4832	1.509173469	326.6459176	276	5	10/7/2014	2494	201478502
0.4	1	0.4023	0.4023	0.649867133	0.649867133	0	1	9/10/2014	2497	201478510
0.9	1	5.6628	6.6807	6.840881348	7.621489838	2	2	10/9/2014	2498	201478606
0.8	1	0.918	7.5987	1.475084285	9.096574123	3	2	10/29/2014	2499	201478606
0.857	1	0.1296	7.7283	0.23118392	9.327758043	4	2		2500	201478606
1	1	1.1601	44.9361	0.690822197	59.37944953	65	4	9/12/2014	2503	201478775
1	1	1.8369	46.773	1.616844282	60.99629381	66	4	9/17/2014	2504	201478775
0.6	1	1.6092	5.8014	2.292845808	7.453843214	9	3	7/9/2014	2506	201478733
0.9	1	1.5318	7.3332	1.971465791	9.425309005	10	3	9/17/2014	2507	201478733
1	1	0.0576	7.3908	0.283808419	9.709117424	11	3	9/17/2014	2508	201478733
1	1	2.8782	2.8782	1.058435392	1.058435392	0	1	8/28/2014	2510	201478517
0.6	1	0.3717	0.3717	0.483104641	0.483104641	0	1	8/28/2014	2513	201478518
0.3	1	2.241	2.6127	2.848692643	3.331797284	1	1	8/28/2014	2514	201478518
0.7	1	0.5184	0.5184	0.544317937	0.544317937	0	1	10/7/2014	2516	201478620
0.9	1	1.1781	1.6965	1.878234947	2.422552884	1	1	6/11/2015	2517	201478620
0.715	1	0.1458	1.8423	0.175501949	2.598054833	2	1		2518	201478620
0.8	1	0.0099	1.8522	0.076144485	2.674199318	3	1	11/12/2014	2519	201478529
0.9	1	1.4301	3.2652	1.3019447	3.668647836	3	2	10/9/2014	2521	201478532
0.775	1	0	3.5721	0.009865747	4.510501783	7	2		2522	201478532
0.672	1	0.2205	3.7926	0.166733419	4.677235202	8	2		2523	201478532
0.775	1	0.0558	3.5721	0.233802876	4.500636036	6	2		2524	201478532
0.9	1	0.0963	3.5163	0.166860698	4.26683316	5	2	10/29/2014	2525	201478532
0.9	1	0.1548	3.42	0.431324627	4.099972463	4	2	10/9/2014	2526	201478532
0.672	1	0	3.7926	0.008118931	4.685354134	9	2		2527	201478532
0.6	1	0.0675	3.8601	0.116287389	4.801641523	10	2	11/12/2014	2528	201478532
0.825	1	0.0504	5.7627	0.321285263	7.797126104	15	2		2529	201478529
0.795	1	0.0342	5.841	0.019844188	7.897057174	18	2		2530	201478529
0.5	1	1.3572	7.1982	0.178736326	8.0757935	19	2	9/24/2014	2531	201478529
0.795	1	0.0018	5.8068	0.048177497	7.877212986	17	2		2532	201478529
0.799	1	0.0423	5.805	0.031909386	7.829035489	16	2		2533	201478529
1	1	4.0527	228.7341	1.090845198	335.8125563	297	5	10/7/2014	2534	201478672
1	1	0.0234	228.7575	0.079285532	335.8918419	298	5	10/7/2014	2535	201478672
0.539	1	0.9576	1.5741	1.262921833	1.855581373	1	2		2538	201478541
0.2	1	0.261	1.8351	0.511121763	2.366703136	2	2	10/9/2014	2539	201478541
0.2	1	0.6165	0.6165	0.59265954	0.59265954	0	1	10/7/2014	2543	201478541
-1	1	0.0828	0.7371	0.442217843	2.257822233	2	2	8/19/2014	2545	201478547
0.637	1	0.0882	0.0882	0.604477147	0.604477147	0	1		2548	201478547
0.3	1	0.5661	0.5661	1.211127242	1.211127242	0	1	8/20/2014	2550	201478547
0.9	1	2.0709	16.8696	1.599281447	20.784413	15	3	8/19/2014	2551	201478548
0.4	1	0.1854	0.1854	0.107364589	0.107364589	0	1	5/19/2015	2554	201478551
0.3	1	0.1188	0.3042	0.639778584	0.747143173	1	1	8/20/2014	2555	201478551
0.9	1	1.6542	8.0235	3.424625482	14.61270182	11	3	8/19/2014	2560	201478551
0.6	1	0.0072	0.0072	0.007384682	0.007384682	0	1	5/18/2015	2562	201478551
0.4	1	0.1863	0.3969	0.456138074	0.68277122	2	1	8/20/2014	2563	201478551
-1	1	0.2034	0.2106	0.219248464	0.226633146	1	1	5/18/2015	2564	201478551
0.692	1	1.3221	1.7964	1.343547194	2.245036815	2	2		2566	201478650
0.691	1	0.1476	0.1476	0.347345848	0.347345848	0	1		2569	201478555
0.691	1	0	0.1476	0.013932937	0.361278785	1	1		2570	201478555
0.6	1	0.4977	0.4977	0.483858858	0.483858858	0	1	8/19/2014	2572	201478562
0.9	1	1.9413	10.0746	2.2225147	11.14032279	9	2	8/8/2014	2573	201478564
0.869	1	1.7055	11.7801	1.586373015	12.72669581	10	2		2574	201478564
0.3	1	0.6273	0.6273	0.541547029	0.541547029	0	1	8/8/2014	2577	201478564
0.678	1	1.9899	1.9899	1.412756683	1.412756683	0	1		2579	201478570
0.4	1	0.2295	2.2194	0.282348767	1.695105451	1	1	7/21/2014	2580	201478570
0.675	1	0.0738	2.6982	0.349539711	2.395654879	4	1		2581	201478570
0.3	1	0.3096	2.6244	0.215438231	2.046115168	3	1	7/21/2014	2583	201478570
0.5	1	0.0954	2.3148	0.135571487	1.830676937	2	1	7/21/2014	2584	201478570
0.4	1	1.2636	1.2636	2.840170166	2.840170166	0	2	8/20/2014	2586	201478574
0.3	1	0.3951	0.3951	0.52291708	0.52291708	0	1	9/3/2014	2591	201478578
0.5	1	0.0063	0.4014	0.015889	0.53880608	1	1	9/3/2014	2592	201478578
0.5	1	2.4876	3.5703	3.481633498	4.868506645	1	2	8/20/2014	2594	201478604
0	2	0.8847	30.8115	1.210657248	34.75881088	24	3		2597	201478590
0.878	1	0.0315	30.843	0.044990144	34.80380102	25	3		2598	201478590
0.878	1	0	30.843	0.01461229	34.81841331	26	3		2599	201478590
0.958	1	0.1413	30.9843	0.5244539	35.34286721	27	3		2600	201478590
0.5	1	0.7821	1293.8211	0.424604722	1477.973343	1001	6	7/23/2014	2606	201478645
0.5	2	0.0261	0.0261	0.116440016	0.116440016	1	6		2608	201478592
1	1	3.0411	1292.184	3.451148195	1476.414668	999	6	7/22/2014	2609	201478592
1	1	0.855	1293.039	1.134071197	1477.548739	1000	6	7/22/2014	2610	201478592
0.2	1	1.8144	1.8144	1.47980632	1.47980632	0	1	9/8/2014	2612	201478710
1	1	0.0018	1.8162	0.028053536	1.507859856	1	1	9/8/2014	2613	201478710
0.3	1	0.5751	0.5751	1.123662259	1.123662259	0	1	9/8/2014	2618	201478610
0.621	1	0.0378	0.6129	0.193324354	1.316986613	1	1		2619	201478610
0.65	1	0.0864	0.0864	0.130356614	0.130356614	0	1		2621	201478598
0.945	1	1.3743	70.632	1.614796518	90.70663749	79	4		2623	201478701
0.906	1	0.0081	70.7184	0.037824069	90.89763158	83	4		2624	201478701
1	1	0.009	70.7274	0.039642047	90.93727363	84	4	9/10/2014	2625	201478701
0.927	1	0	70.7103	0.020218044	90.85980751	82	4		2626	201478701
0.927	1	0.0567	70.7103	0.071853938	90.83958947	81	4		2627	201478701
0.938	1	0.0216	70.6536	0.061098037	90.76773553	80	4		2628	201478701
1	1	0.0009	71.5887	0.01481309	91.74543378	86	4	10/17/2014	2629	201478701
1	1	0.8604	71.5878	0.793347057	91.73062069	85	4	10/17/2014	2631	201478701
1	1	2.4975	879.9705	2.795755835	957.256091	572	6	9/10/2014	2632	201478605
1	1	5.9022	804.3084	5.586813597	861.1115158	483	6	9/10/2014	2634	201478600
1	1	1.5759	805.8843	1.60338555	862.7149014	484	6	9/10/2014	2635	201478600
1	1	1.0827	1.0827	1.386873147	1.386873147	0	1	8/20/2014	2637	201478603
0.5	1	0.5373	0.5373	0.726294869	0.726294869	0	1	10/9/2014	2640	201478607
1	1	3.7764	4.3695	4.773450029	5.732465435	2	1	10/29/2014	2641	201478607
0.595	1	0.0558	0.5931	0.232720538	0.959015407	1	1		2642	201478607
1	1	1.6497	10.701	2.793093289	11.48958905	9	2	10/17/2014	2644	201478655
1	1	0.0027	10.7037	0.018992106	11.50858115	10	2	10/17/2014	2645	201478655
0.655	1	1.1025	1.1025	1.352016626	1.352016626	0	1		2648	201478686
0.638	1	0.1107	1.2132	0.073367793	1.425384419	1	1		2649	201478686
0.633	1	0.0504	1.2636	0.114329082	1.539713501	2	1		2650	201478686
1	1	0.6651	1718.8686	1.245256199	2063.173552	1584	6		2653	201478621
1	1	2.493	2.493	1.649071155	1.649071155	0	2	9/8/2014	2656	201478774
1	1	0.0018	2.4948	0.017656179	1.666727334	1	2	9/8/2014	2657	201478774
0.7	1	2.0727	2.0727	2.102395547	2.102395547	0	2	10/17/2014	2659	201478737
0.9	1	0.0072	2.0799	0.013422953	2.115818501	1	2	10/17/2014	2660	201478737
1	1	1.8333	7.3242	1.848235057	6.238467733	3	2	8/28/2014	2661	201478626
1	1	0.1116	7.6221	0.403014727	6.837794144	5	2	11/20/2014	2662	201478626
1	1	0.1863	7.5105	0.196311684	6.434779417	4	2	8/28/2014	2663	201478626
0.4	1	3.9861	3.9861	4.99633576	4.99633576	0	2	9/10/2014	2665	201478715
1	1	6.8985	76.833	6.103183832	93.60006386	57	4	9/10/2014	2667	201478714
1	1	12.7368	1716.3333	20.72412569	2057.998984	1574	6	9/24/2014	2669	201478683
1	1	0.0297	1716.363	0.065603569	2058.064587	1575	6	10/7/2014	2670	201478683
0.5	1	0.072	0.072	0.28241194	0.28241194	0	1	6/17/2015	2672	201478641
0.3	1	0	0.5769	0.033052243	2.323995121	4	1	6/17/2015	2673	201478641
0.3	1	0.2691	0.5769	1.122725685	2.290942878	3	1	6/17/2015	2674	201478641
0.7	1	0.1512	0.3078	0.646041067	1.168217193	2	1	9/24/2014	2675	201478641
0.8	1	0.0846	0.1566	0.239764186	0.522176126	1	1	6/16/2015	2676	201478641
0.609	1	0.2826	0.2826	0.522845244	0.522845244	0	1		2679	201478650
0.619	1	0.1917	0.1917	0.378644378	0.378644378	0	1		2681	201478650
0.5	1	1.2321	1.2321	0.174147018	0.174147018	0	1	7/23/2014	2683	201478692
0.586	1	0.1665	1.4022	0.39949561	0.614086495	2	1		2684	201478692
0.4	1	0.0036	1.4058	0.069827891	0.683914386	3	1	7/22/2014	2685	201478651
0.4	1	0.0036	1.2357	0.040443867	0.214590885	1	1	7/23/2014	2687	201478692
0	2	0.6705	0.6705	0.44338427	0.44338427	0	1		2689	201478764
0.5	1	0.0342	0.7047	0.042445226	0.485829495	1	1	7/9/2014	2690	201478764
0.5	1	0.0477	0.7524	0.153025644	0.638855139	2	1	7/9/2014	2691	201478764
0.4	1	0.5166	1.269	0.780578077	1.419433216	3	1	7/9/2014	2692	201478764
0.4	1	0.0531	1.8963	0.343369188	2.584417537	6	1	7/22/2014	2693	201478764
0.8	1	0.0099	1.8432	0.087642397	2.24104835	5	1	7/23/2014	2694	201478764
0.5	1	0.5643	1.8333	0.733972737	2.153405953	4	1	7/23/2014	2695	201478764
0.4	1	2.3283	5.2794	3.700527928	7.523361927	5	2	7/21/2014	2697	201478652
1	1	0.0117	5.2911	0.128692356	7.652054283	6	2	7/2/2014	2698	201478652
0.6	1	0.6462	8.1333	0.926996974	13.14154306	16	3	7/2/2014	2701	201478799
1	1	0.1278	9.3726	0.299539621	14.17249777	19	3	7/2/2014	2702	201478799
1	1	1.0305	9.2448	0.584405841	13.87295815	18	3	7/2/2014	2704	201478799
1	1	0.081	8.2143	0.14700924	13.28855231	17	3	7/2/2014	2705	201478799
0.8	1	0.7938	0.7938	2.341509289	2.341509289	0	2	7/17/2014	2707	201478653
0.6	1	0.0513	2.196	0.192780431	4.562491808	8	2	7/21/2014	2708	201478653
0.8	1	0.0819	2.1447	0.058538331	4.369711376	7	2	7/18/2014	2709	201478653
0.8	1	0.3672	1.161	0.733253788	3.074763078	1	2	7/18/2014	2710	201478653
0.3	1	0.0981	1.2591	0.340632242	3.41539532	2	2	7/18/2014	2711	201478653
0.8	1	0.1575	1.4166	0.252066296	3.667461616	3	2	7/18/2014	2712	201478653
0.4	1	0.3438	1.7604	0.181041947	3.848503563	4	2	7/18/2014	2713	201478653
0.8	1	0.2394	1.9998	0.282907657	4.13141122	5	2	7/18/2014	2714	201478653
0.6	1	0.063	2.0628	0.179761826	4.311173045	6	2	7/18/2014	2715	201478653
0.662	1	0.0135	0.0135	0.048007557	0.048007557	0	1		2720	201478655
0.7	1	0.0603	0.0738	0.481203149	0.529210706	1	1	10/29/2014	2721	201478655
0.6	1	0.1521	0.1521	0.167571521	0.167571521	0	1	6/11/2015	2723	201478663
0.7	1	0.0378	0.1899	0.101872263	0.269443784	1	1	6/11/2015	2724	201478663
0.575	1	0.2313	0.2313	0.387134431	0.387134431	0	1		2727	201478664
0.614	1	0.4473	0.6786	0.543254944	0.930389375	1	1		2728	201478664
0.7	1	0.9135	229.671	0.84674538	336.7385872	299	5	6/16/2015	2729	201478672
0	2	0.0108	229.6818	0.032569188	336.7711564	300	5		2730	201478672
0	2	0.8676	230.5494	0.541198379	337.3123548	301	5		2731	201478672
1	1	0.0225	230.5719	0.03412401	337.3464788	302	5	9/24/2014	2732	201478672
0.5	1	0.4113	0.4113	0.964317472	0.964317472	0	1	6/16/2015	2737	201478717
0.579	1	0.252	0.6633	1.0805683	2.044885772	1	1		2738	201478717
0.589	1	0.0018	0.6651	0.006814004	2.051699777	2	1		2739	201478717
0.568	1	0.0018	0.6669	0.052861488	2.104561264	3	1		2740	201478717
0.8	1	0.0108	0.6777	0.059830848	2.164392112	4	1	9/24/2014	2741	201478717
0.4	1	0.4995	0.4995	0.415059571	0.415059571	0	1	8/27/2014	2746	201478691
0.6	1	0.1575	0.657	0.217209717	0.632269288	1	1	8/27/2014	2747	201478691
1	1	2.3247	69.2577	1.965339877	89.09184098	78	4	9/10/2014	2753	201478890
0.7	1	0.2907	0.2907	0.199697861	0.199697861	0	1	8/4/2014	2761	201478716
0.62	1	0.0738	0.3645	0.192773797	0.392471658	1	1		2762	201478716
0.4	1	0.8307	1.1952	1.105597663	1.498069321	2	1	8/4/2014	2763	201478716
0.662	1	0.0378	1.233	0.162525584	1.660594905	3	1		2764	201478716
0.7	1	0.0594	1.2924	0.130629659	1.791224564	4	1	8/14/2014	2765	201478716
0.7	1	0.1413	1.4337	0.055297705	1.846522269	5	1	8/14/2014	2766	201478716
0.7	1	0	1.4337	0.053907706	1.900429975	6	1	8/14/2014	2767	201478716
1	1	17.8443	69.9345	21.80155622	87.49688003	56	4	8/27/2014	2768	201478722
1	1	1.8567	9.522	2.38785728	10.79971464	7	2	8/27/2014	2770	201478959
0.6	1	1.2429	1.2429	1.659401121	1.659401121	0	1	10/29/2014	2773	201478732
0.575	1	0.4545	0.4545	0.12757515	0.12757515	0	1		2776	201478835
0.632	1	0.054	0.5085	0.154876084	0.282451235	1	1		2777	201478835
1	1	1.0179	4.5531	1.829554414	6.607479453	6	2	7/31/2014	2782	201478800
0.5	1	1.0503	1.0503	0.694000047	0.694000047	0	1	7/2/2014	2784	201478743
0.6	1	1.6164	2.4849	2.884091834	4.083924993	4	2	7/2/2014	2785	201478742
0.5	1	1.2501	1.2501	1.182970586	1.182970586	0	1	9/3/2014	2787	201478806
0	2	1.8189	3.5811	2.067550028	4.027912977	2	2		2789	201478753
1	1	0	3.5811	0.002656902	4.030569879	3	2	9/3/2014	2790	201478753
0.6	1	0.5121	0.5121	0.777392363	0.777392363	0	1	9/3/2014	2792	201478752
1	1	1.4733	39.0078	1.928348284	53.68818369	54	4	9/12/2014	2799	201478866
1	1	0.5238	39.5316	0.352817015	54.0410007	55	4	9/12/2014	2800	201478866
0.9	1	0.6255	0.6255	0.571764254	0.571764254	0	1	9/8/2014	2803	201478793
0.4	1	0.6129	1.2384	0.373644623	0.945408877	1	1	9/8/2014	2804	201478793
0.744	1	0.045	3.3525	0.168781115	2.821540907	5	1		2805	201478793
1	1	0.8082	2.5272	0.867419994	2.249493163	3	1	9/12/2014	2806	201478793
0.7	1	0.7803	3.3075	0.403266629	2.652759793	4	1	9/12/2014	2807	201478793
0.4	1	0.4806	1.719	0.436664293	1.38207317	2	1	9/8/2014	2808	201478793
1	1	0.5382	43.4223	0.788952938	57.65149455	62	4	9/12/2014	2809	201478775
0.52	1	0.108	0.108	0.37219115	0.37219115	0	1		2811	201478775
0.612	1	0.2457	0.3537	0.664941634	1.037132784	1	1		2812	201478775
0.4	1	2.5596	4.3965	3.881818566	6.332761858	4	2	7/21/2014	2814	201478795
1	1	0.3915	4.788	0.207605936	6.540367794	5	2	7/2/2014	2815	201478795
-1	1	1.1214	1.1214	0.355837569	0.355837569	0	1	7/9/2014	2818	201478794
0.5	2	1.557	1302.5259	2.623849727	1486.733458	1021	6		2820	201478794
0.592	1	0.117	0.117	0.422445949	0.422445949	0	1		2822	201478795
0.6	1	0.3564	0.3564	0.514936139	0.514936139	0	1	10/17/2014	2826	201478814
0.556	1	0.0036	0.36	0.021115412	0.536051551	1	1		2827	201478814
0.8	1	0.1755	0.5355	0.496158558	1.032210109	2	1	10/29/2014	2828	201478814
0.4	1	0.8154	0.8154	0.741691187	0.741691187	0	1	10/17/2014	2830	201479000
0.3	1	0.4743	0.4743	0.481196373	0.481196373	0	1	10/17/2014	2833	201478891
1	1	5.9094	7.1991	4.252786264	5.475673824	2	2	10/17/2014	2834	201478814
0.5	1	0.2835	1.3581	0.79064853	2.21394878	2	2	8/14/2014	2837	201478826
0.598	1	0.0018	1.4157	0.05257842	2.59415518	5	2		2838	201478826
0.2	1	0.0243	1.44	0.0651512	2.65930638	6	2	8/12/2014	2839	201478826
0.635	1	0.0144	1.4139	0.070691399	2.541576759	4	2		2840	201478826
0.64	1	0.0414	1.3995	0.25693658	2.47088536	3	2		2841	201478826
0.5	1	0.2376	0.2376	0.539133846	0.539133846	0	1	6/11/2015	2843	201478826
0.5	1	0.837	0.837	0.884166404	0.884166404	0	1	8/14/2014	2845	201478826
-1	1	0.1584	0.1584	0.455091183	0.455091183	0	1	8/7/2014	2847	201478836
0.621	1	0.0828	0.0828	0.191923049	0.191923049	0	1		2850	201478836
0.612	1	0.0981	0.1809	0.051660046	0.243583095	1	1		2851	201478836
-1	1	0.0675	0.2484	0.267970969	0.511554064	2	1	6/16/2015	2852	201478836
0.8	1	0.0261	0.2745	0.060256658	0.571810722	3	1	6/16/2015	2853	201478836
0.653	1	0.3654	0.3654	0.91312633	0.91312633	0	1		2855	201478836
0.646	1	0.0027	0.3681	0.036492553	0.949618883	1	1		2856	201478836
0.9	1	0.0018	0.3699	0.023695817	0.9733147	2	1	6/10/2015	2857	201478836
0.61	1	0	0.3708	0.009970251	1.003051739	4	1		2858	201478836
0.9	1	0.0009	0.3708	0.019766788	0.993081488	3	1	6/10/2015	2859	201478836
0.5	2	6.5304	1313.8443	4.008670302	1497.282496	1028	6		2860	201478842
0.5	1	0.5445	0.5445	0.679808878	0.679808878	0	1	9/12/2014	2863	201478914
0.5	1	0.2547	0.7992	0.539366719	1.219175597	1	1	9/12/2014	2864	201478914
-1	1	1.6659	1.6659	0.942047203	0.942047203	0	1	9/3/2014	2869	201479035
0.74	1	1.1664	2.8323	1.887342734	2.829389937	1	1		2870	201479035
1	1	2.9268	6.4206	2.773396955	7.015506917	5	2	9/3/2014	2873	201478979
0.625	1	0.5085	0.5085	1.489981137	1.489981137	0	1		2876	201478890
0.9	1	0.0369	0.5454	0.00919377	1.499174907	1	1	9/10/2014	2877	201478890
0.6	1	0.0162	0.0162	0.1490644	0.1490644	0	1	6/16/2015	2881	201478893
-1	1	0.0918	0.108	0.503370039	0.652434439	1	1	8/7/2014	2882	201478893
-1	1	0.0009	0.1089	0.04634545	0.698779889	2	1	8/7/2014	2883	201478893
0.5	1	0.3897	0.3897	1.16509792	1.16509792	0	1	8/14/2014	2885	201478901
0.639	1	0.009	1.2033	0.059093079	1.755005627	3	1		2886	201478901
0.7	1	0.036	1.2393	0.13394502	1.888950648	4	1	8/12/2014	2887	201478901
0.637	1	0.0261	1.1943	0.067017359	1.695912548	2	1		2888	201478901
0.76	1	0.7785	1.1682	0.463797269	1.628895189	1	1		2889	201478901
0.7	1	0.9072	0.9072	1.46907717	1.46907717	0	1	9/10/2014	2891	201478900
0.595	1	0.6588	0.6588	0.151446676	0.151446676	0	1		2896	201478904
0	2	3.5181	13.5567	4.815055364	19.27716085	26	3		2898	201479037
0.6	1	0.6975	14.2542	0.758514191	20.03567504	27	3	9/10/2014	2899	201479037
1	1	1.9557	16.6392	2.486815658	22.85444594	29	3	9/10/2014	2902	201478925
1	1	3.9114	49.7484	3.662420619	62.77288025	45	4	9/10/2014	2903	201478934
0.913	1	0.5805	34.4178	1.147436304	47.26445825	46	4		2906	201479119
1	1	1.5552	35.973	1.162671085	48.42712933	47	4	9/12/2014	2907	201479119
0.3	1	0.2853	0.7542	1.137713655	2.058246225	2	2	9/12/2014	2910	201478942
0.7	1	0.0081	0.0081	0.055284248	0.055284248	0	1		2912	201478937
1	1	5.9211	1368.0873	5.482404335	1566.336785	1091	6		2914	201479025
1	1	1.2474	1369.3347	0.624268904	1566.961054	1092	6	8/4/2014	2915	201479025
0.622	1	0.2259	0.2259	0.535727888	0.535727888	0	1		2918	201478942
0.664	1	0.243	0.243	0.384804681	0.384804681	0	1		2920	201478942
0.9	1	2.4705	2.4705	1.782614027	1.782614027	0	2	8/18/2014	2922	201478965
0.4	1	0.6777	3.1482	0.567124166	2.349738193	1	2	8/18/2014	2923	201478965
0.6	1	0.3258	3.5757	1.044504509	3.761577261	3	2		2924	201478965
0.9	1	0.1017	3.2499	0.367334559	2.717072752	2	2	8/18/2014	2925	201478965
0.779	1	1.5768	7.011	2.108612783	7.326704675	5	2		2927	201478959
0.616	1	0.6543	0.6543	1.085152685	1.085152685	0	1		2929	201478959
0.4	1	0.5292	0.5292	0.131416102	0.131416102	0	1	8/25/2014	2935	201478973
0.5	1	0.1683	0.6975	0.326228211	0.457644313	1	1	8/25/2014	2936	201478973
0.651	1	0.1287	0.8262	0.077491252	0.535135565	2	1		2937	201478973
0.653	1	1.4715	2.2977	2.171945407	2.707080972	3	2		2940	201478973
0.8	1	0.8172	3.6837	1.218146612	4.878546171	6	3	9/19/2014	2945	201478973
0.3	1	0.5634	0.5634	0.899844362	0.899844362	0	2	9/19/2014	2946	201478973
0.4	1	0.0054	0.5688	0.053474225	0.953318587	1	2	9/19/2014	2947	201478973
0.6	1	0.585	1.7217	0.927791285	1.862579887	1	2	9/5/2014	2951	201479030
0.8	1	1.1367	1.1367	0.934788601	0.934788601	0	1	9/5/2014	2954	201478976
0	2	1.3536	1.6704	2.055269561	2.325184386	2	2		2956	201479114
0.7	1	0.7191	0.7191	0.876397844	0.876397844	0	1	9/3/2014	2959	201478977
0.6	1	1.1043	1.1043	1.040527733	1.040527733	0	1	9/3/2014	2961	201479029
0.7	1	2.3751	3.9951	2.213294205	3.182651071	3	2	9/2/2014	2963	201479181
0.653	1	1.4391	1.4391	2.035440821	2.035440821	0	1		2965	201478995
1	1	2.9979	11.1195	5.115050216	15.66985808	10	3	9/5/2014	2970	201479006
0	1	0.2988	0.2988	0.781670251	0.781670251	0	1		2972	201479017
0.5	1	0.0162	1.3716	0.133196752	2.384102304	3	1	9/5/2014	2973	201479017
0.5	1	0.0144	1.3554	0.086564201	2.250905553	2	1	9/5/2014	2974	201479017
0.5	1	1.0422	1.341	1.3826711	2.164341351	1	1	9/5/2014	2975	201479017
0.4	1	0.6507	0.6507	1.83225636	1.83225636	0	2	7/31/2014	2978	201479021
0.515	1	0.4014	1.1727	0.766707753	2.802652851	2	2		2979	201479021
0.65	1	0.1206	0.7713	0.203688738	2.035945098	1	2		2980	201479021
0.3	1	0.6066	1.3662	0.91493569	1.877492007	1	2	9/8/2014	2984	201479031
0.5	1	0.1242	2.1303	0.206435382	2.86676072	3	2	9/5/2014	2985	201479031
0.9	1	0.207	2.3373	0.505878988	3.372639709	4	2	9/5/2014	2986	201479031
0.9	1	0.6399	2.0061	0.782833331	2.660325338	2	2	9/8/2014	2987	201479031
0.4	1	0.7596	0.7596	0.962556317	0.962556317	0	1	9/8/2014	2989	201479031
0.675	1	0.081	0.081	0.08024035	0.08024035	0	1		2992	201479032
0.37	1	0.3564	0.9639	0.44052256	1.260658022	7	1		2993	201479032
0.68	1	0	0.9639	0.005048888	1.265706909	8	1		2994	201479032
0.6	1	0.0198	0.6048	0.095902669	0.801699493	5	1	8/15/2014	2996	201479032
0.6	1	0.0027	0.6075	0.018435969	0.820135462	6	1	8/15/2014	2997	201479032
0.3	1	0.1701	0.585	0.35859796	0.705796823	4	1	8/12/2014	2998	201479032
0.715	1	0.0072	0.0882	0.05998012	0.140220469	1	1		2999	201479032
0.4	1	0.3078	0.396	0.074283725	0.214504194	2	1	6/19/2015	3000	201479032
0.5	1	0.0189	0.4149	0.13269467	0.347198864	3	1	6/19/2015	3001	201479032
0	1	1.0404	8.5905	0.360713447	13.03115742	21	3		3003	201479334
0.885	1	0	9.9135	0.021115267	14.36076321	24	3		3004	201479334
0.885	1	1.278	9.9135	1.153592668	14.33964795	23	3		3005	201479334
0.874	1	0.045	8.6355	0.15489786	13.18605528	22	3		3006	201479334
0.5	1	0.1467	0.1467	0.169855744	0.169855744	0	1	6/11/2015	3009	201479042
0.553	1	0.0927	0.3744	0.083274364	0.731624548	3	1		3010	201479042
0.4	1	0.0027	0.3771	0.048883035	0.780507583	4	1	10/27/2014	3011	201479042
0.623	1	0.0882	0.2817	0.304031551	0.648350184	2	1		3012	201479042
0.3	1	0.0531	0.4302	0.174452863	0.954960446	5	1	8/12/2014	3013	201479042
0.8	1	0.0468	0.1935	0.174462889	0.344318633	1	1	9/11/2014	3015	201479042
0	1	0.3762	0.9873	0.9758782	2.055083662	5	2		3017	201479081
0.8	1	0.2205	2.1717	0.087143358	3.407933929	15	2	8/12/2014	3018	201479043
0.7	1	0.2601	2.4318	0.428431634	3.836365563	16	2	8/7/2014	3019	201479043
0.618	1	0.0405	0.0405	0.08141677	0.08141677	0	1		3023	201479049
0.545	1	0.4014	0.4014	0.118295312	0.118295312	0	1		3028	201479057
0.5	1	0.5517	0.5517	0.420695783	0.420695783	0	2	8/25/2014	3035	201479058
0.775	1	2.8521	3.3822	3.155259809	3.759756293	2	2		3038	201479059
0.5	1	0.4293	0.4293	0.33195524	0.33195524	0	1	9/10/2014	3041	201479060
0.624	1	0.1953	0.1953	0.152156282	0.152156282	0	1		3043	201479072
0	2	0.3348	0.5301	0.452340202	0.604496484	1	1		3044	201479072
0.4	1	3.8619	4.4136	5.775139242	6.195835025	1	3	8/22/2014	3047	201479259
0.9	1	2.6946	3.5343	3.6097713	4.067430959	1	2	8/4/2014	3054	201479078
0.631	1	0.6804	4.2147	1.294080057	5.361511016	2	2		3055	201479078
0.7	1	0.8397	0.8397	0.45765966	0.45765966	0	1	8/4/2014	3058	201479078
0.567	1	0.1998	0.1998	0.245683619	0.245683619	0	1		3065	201479081
0.8	1	0.1602	0.36	0.256502043	0.502185662	1	1	8/7/2014	3066	201479081
0.632	1	0.144	0.2043	0.310556163	0.381734758	1	2		3069	201479081
0.8	1	0.0468	0.2511	0.195285042	0.577019799	2	2	8/7/2014	3070	201479081
0.678	1	0.0603	0.0603	0.071178594	0.071178594	0	1		3072	201479081
0.4	1	1.6308	5.0229	2.096960001	5.421650798	3	2	9/5/2014	3074	201479241
0.4	1	1.6857	1.7271	2.696276245	2.749054758	1	2	9/5/2014	3076	201479088
0.584	1	0.0414	0.0414	0.052778513	0.052778513	0	1		3078	201479088
0.6	1	1.6101	1.6101	2.989057019	2.989057019	0	1	9/10/2014	3083	201479097
1	1	6.2001	44.3979	10.30785123	56.44824808	42	4	9/10/2014	3086	201479098
0.6	1	0.5319	0.5319	1.193134387	1.193134387	0	1	9/10/2014	3088	201479098
0.684	1	0.2034	2.9097	1.075126172	6.519138272	13	3		3092	201479249
0.7	1	0.3114	3.2211	0.927605511	7.446743783	14	3	8/7/2014	3093	201479249
